0	0000
1b05c	𛁜
1b05d	𛁝
1b05e	𛁞
1b05f	𛁟
1b060	𛁠
1b061	𛁡
1b062	𛁢
1b063	𛁣
1b064	𛁤
1b065	𛁥
1b066	𛁦
1b067	𛁧
1b068	𛁨
1b069	𛁩
1b06a	𛁪
1b06b	𛁫
1b06c	𛁬
1b06d	𛁭
1b06e	𛁮
1b06f	𛁯
1b070	𛁰
1b071	𛁱
1b072	𛁲
1b073	𛁳
1b074	𛁴
1b075	𛁵
1b076	𛁶
1b077	𛁷
1b078	𛁸
1b079	𛁹
1b07a	𛁺
1b07b	𛁻
1b07c	𛁼
1b07d	𛁽
1b07e	𛁾
1b07f	𛁿
1b080	𛂀
1b081	𛂁
1b082	𛂂
1b083	𛂃
1b084	𛂄
1b085	𛂅
1b086	𛂆
1b087	𛂇
1b088	𛂈
1b089	𛂉
1b08a	𛂊
1b08b	𛂋
1b08c	𛂌
1b08d	𛂍
1b08e	𛂎
1b08f	𛂏
1b090	𛂐
1b091	𛂑
1b092	𛂒
1b093	𛂓
1b094	𛂔
1b095	𛂕
1b096	𛂖
1b097	𛂗
1b098	𛂘
1b099	𛂙
1b09a	𛂚
1b09b	𛂛
1b09c	𛂜
1b09d	𛂝
1b09e	𛂞
1b09f	𛂟
1b0a0	𛂠
1b0a1	𛂡
1b0a2	𛂢
1b0a3	𛂣
1b0a4	𛂤
1b0a5	𛂥
1b0a6	𛂦
1b0a7	𛂧
1b0a8	𛂨
1b0a9	𛂩
1b0aa	𛂪
1b0ab	𛂫
1b0ac	𛂬
1b0ad	𛂭
1b0ae	𛂮
1b0af	𛂯
1b0b0	𛂰
1b0b1	𛂱
1b0b2	𛂲
1b0b3	𛂳
1b0b4	𛂴
1b0b5	𛂵
1b0b6	𛂶
1b0b7	𛂷
1b0b8	𛂸
1b0b9	𛂹
1b0ba	𛂺
1b0bb	𛂻
1b0bc	𛂼
1b0bd	𛂽
1b0be	𛂾
1b0bf	𛂿
1b0c0	𛃀
1b0c1	𛃁
1b0c2	𛃂
1b0c3	𛃃
1b0c4	𛃄
1b0c5	𛃅
1b0c6	𛃆
1b0c7	𛃇
1b0c8	𛃈
1b0c9	𛃉
1b0ca	𛃊
1b0cb	𛃋
1b0cc	𛃌
1b0cd	𛃍
1b0ce	𛃎
1b0cf	𛃏
1b0d0	𛃐
1b0d1	𛃑
1b0d2	𛃒
1b0d3	𛃓
1b0d4	𛃔
1b0d5	𛃕
1b0d6	𛃖
1b0d7	𛃗
1b0d8	𛃘
1b0d9	𛃙
1b0da	𛃚
1b0db	𛃛
1b0dc	𛃜
1b0dd	𛃝
1b0de	𛃞
1b0df	𛃟
1b0e0	𛃠
1b0e1	𛃡
1b0e2	𛃢
1b0e3	𛃣
1b0e4	𛃤
1b0e5	𛃥
1b0e6	𛃦
1b0e7	𛃧
1b0e8	𛃨
1b0e9	𛃩
1b0ea	𛃪
1b0eb	𛃫
1b0ec	𛃬
1b0ed	𛃭
1b0ee	𛃮
1b0ef	𛃯
1b0f0	𛃰
1b0f1	𛃱
1b0f2	𛃲
1b0f3	𛃳
1b0f4	𛃴
1b0f5	𛃵
1b0f6	𛃶
1b0f7	𛃷
1b0f8	𛃸
1b0f9	𛃹
1b0fa	𛃺
1b0fb	𛃻
1b0fc	𛃼
1b0fd	𛃽
1b0fe	𛃾
1b0ff	𛃿
1b100	𛄀
1b101	𛄁
1b102	𛄂
1b103	𛄃
1b104	𛄄
1b105	𛄅
1b106	𛄆
1b107	𛄇
1b108	𛄈
1b109	𛄉
1b10a	𛄊
1b10b	𛄋
1b10c	𛄌
1b10d	𛄍
1b10e	𛄎
1b10f	𛄏
1b110	𛄐
1b111	𛄑
1b112	𛄒
1b113	𛄓
1b114	𛄔
1b115	𛄕
1b116	𛄖
1b117	𛄗
1b118	𛄘
1b119	𛄙
1b11a	𛄚
1b11b	𛄛
1b11c	𛄜
1b11d	𛄝
1b11e	𛄞
1b170	𛅰
1b171	𛅱
1b172	𛅲
1b173	𛅳
1b174	𛅴
1b175	𛅵
1b176	𛅶
1b177	𛅷
1b178	𛅸
1b179	𛅹
1b17a	𛅺
1b17b	𛅻
1b17c	𛅼
1b17d	𛅽
1b17e	𛅾
1b17f	𛅿
1b180	𛆀
1b181	𛆁
1b182	𛆂
1b183	𛆃
1b184	𛆄
1b185	𛆅
1b186	𛆆
1b187	𛆇
1b188	𛆈
1b189	𛆉
1b18a	𛆊
1b18b	𛆋
1b18c	𛆌
1b18d	𛆍
1b18e	𛆎
1b18f	𛆏
1b190	𛆐
1b191	𛆑
1b192	𛆒
1b193	𛆓
1b194	𛆔
1b195	𛆕
1b196	𛆖
1b197	𛆗
1b198	𛆘
1b199	𛆙
1b19a	𛆚
1b19b	𛆛
1b19c	𛆜
1b19d	𛆝
1b19e	𛆞
1b19f	𛆟
1b1a0	𛆠
1b1a1	𛆡
1b1a2	𛆢
1b1a3	𛆣
1b1a4	𛆤
1b1a5	𛆥
1b1a6	𛆦
1b1a7	𛆧
1b1a8	𛆨
1b1a9	𛆩
1b1aa	𛆪
1b1ab	𛆫
1b1ac	𛆬
1b1ad	𛆭
1b1ae	𛆮
1b1af	𛆯
1b1b0	𛆰
1b1b1	𛆱
1b1b2	𛆲
1b1b3	𛆳
1b1b4	𛆴
1b1b5	𛆵
1b1b6	𛆶
1b1b7	𛆷
1b1b8	𛆸
1b1b9	𛆹
1b1ba	𛆺
1b1bb	𛆻
1b1bc	𛆼
1b1bd	𛆽
1b1be	𛆾
1b1bf	𛆿
1b1c0	𛇀
1b1c1	𛇁
1b1c2	𛇂
1b1c3	𛇃
1b1c4	𛇄
1b1c5	𛇅
1b1c6	𛇆
1b1c7	𛇇
1b1c8	𛇈
1b1c9	𛇉
1b1ca	𛇊
1b1cb	𛇋
1b1cc	𛇌
1b1cd	𛇍
1b1ce	𛇎
1b1cf	𛇏
1b1d0	𛇐
1b1d1	𛇑
1b1d2	𛇒
1b1d3	𛇓
1b1d4	𛇔
1b1d5	𛇕
1b1d6	𛇖
1b1d7	𛇗
1b1d8	𛇘
1b1d9	𛇙
1b1da	𛇚
1b1db	𛇛
1b1dc	𛇜
1b1dd	𛇝
1b1de	𛇞
1b1df	𛇟
1b1e0	𛇠
1b1e1	𛇡
1b1e2	𛇢
1b1e3	𛇣
1b1e4	𛇤
1b1e5	𛇥
1b1e6	𛇦
1b1e7	𛇧
1b1e8	𛇨
1b1e9	𛇩
1b1ea	𛇪
1b1eb	𛇫
1b1ec	𛇬
1b1ed	𛇭
1b1ee	𛇮
1b1ef	𛇯
1b1f0	𛇰
1b1f1	𛇱
1b1f2	𛇲
1b1f3	𛇳
1b1f4	𛇴
1b1f5	𛇵
1b1f6	𛇶
1b1f7	𛇷
1b1f8	𛇸
1b1f9	𛇹
1b1fa	𛇺
1b1fb	𛇻
1b1fc	𛇼
1b1fd	𛇽
1b1fe	𛇾
1b1ff	𛇿
1b200	𛈀
1b201	𛈁
1b202	𛈂
1b203	𛈃
1b204	𛈄
1b205	𛈅
1b206	𛈆
1b207	𛈇
1b208	𛈈
1b209	𛈉
1b20a	𛈊
1b20b	𛈋
1b20c	𛈌
1b20d	𛈍
1b20e	𛈎
1b20f	𛈏
1b210	𛈐
1b211	𛈑
1b212	𛈒
1b213	𛈓
1b214	𛈔
1b215	𛈕
1b216	𛈖
1b217	𛈗
1b218	𛈘
1b219	𛈙
1b21a	𛈚
1b21b	𛈛
1b21c	𛈜
1b21d	𛈝
1b21e	𛈞
1b21f	𛈟
1b220	𛈠
1b221	𛈡
1b222	𛈢
1b223	𛈣
1b224	𛈤
1b225	𛈥
1b226	𛈦
1b227	𛈧
1b228	𛈨
1b229	𛈩
1b22a	𛈪
1b22b	𛈫
1b22c	𛈬
1b22d	𛈭
1b22e	𛈮
1b22f	𛈯
1b230	𛈰
1b231	𛈱
1b232	𛈲
1b233	𛈳
1b234	𛈴
1b235	𛈵
1b236	𛈶
1b237	𛈷
1b238	𛈸
1b239	𛈹
1b23a	𛈺
1b23b	𛈻
1b23c	𛈼
1b23d	𛈽
1b23e	𛈾
1b23f	𛈿
1b240	𛉀
1b241	𛉁
1b242	𛉂
1b243	𛉃
1b244	𛉄
1b245	𛉅
1b246	𛉆
1b247	𛉇
1b248	𛉈
1b249	𛉉
1b24a	𛉊
1b24b	𛉋
1b24c	𛉌
1b24d	𛉍
1b24e	𛉎
1b24f	𛉏
1b250	𛉐
1b251	𛉑
1b252	𛉒
1b253	𛉓
1b254	𛉔
1b255	𛉕
1b256	𛉖
1b257	𛉗
1b258	𛉘
1b259	𛉙
1b25a	𛉚
1b25b	𛉛
1b25c	𛉜
1b25d	𛉝
1b25e	𛉞
1b25f	𛉟
1b260	𛉠
1b261	𛉡
1b262	𛉢
1b263	𛉣
1b264	𛉤
1b265	𛉥
1b266	𛉦
1b267	𛉧
1b268	𛉨
1b269	𛉩
1b26a	𛉪
1b26b	𛉫
1b26c	𛉬
1b26d	𛉭
1b26e	𛉮
1b26f	𛉯
1b270	𛉰
1b271	𛉱
1b272	𛉲
1b273	𛉳
1b274	𛉴
1b275	𛉵
1b276	𛉶
1b277	𛉷
1b278	𛉸
1b279	𛉹
1b27a	𛉺
1b27b	𛉻
1b27c	𛉼
1b27d	𛉽
1b27e	𛉾
1b27f	𛉿
1b280	𛊀
1b281	𛊁
1b282	𛊂
1b283	𛊃
1b284	𛊄
1b285	𛊅
1b286	𛊆
1b287	𛊇
1b288	𛊈
1b289	𛊉
1b28a	𛊊
1b28b	𛊋
1b28c	𛊌
1b28d	𛊍
1b28e	𛊎
1b28f	𛊏
1b290	𛊐
1b291	𛊑
1b292	𛊒
1b293	𛊓
1b294	𛊔
1b295	𛊕
1b296	𛊖
1b297	𛊗
1b298	𛊘
1b299	𛊙
1b29a	𛊚
1b29b	𛊛
1b29c	𛊜
1b29d	𛊝
1b29e	𛊞
1b29f	𛊟
1b2a0	𛊠
1b2a1	𛊡
1b2a2	𛊢
1b2a3	𛊣
1b2a4	𛊤
1b2a5	𛊥
1b2a6	𛊦
1b2a7	𛊧
1b2a8	𛊨
1b2a9	𛊩
1b2aa	𛊪
1b2ab	𛊫
1b2ac	𛊬
1b2ad	𛊭
1b2ae	𛊮
1b2af	𛊯
1b2b0	𛊰
1b2b1	𛊱
1b2b2	𛊲
1b2b3	𛊳
1b2b4	𛊴
1b2b5	𛊵
1b2b6	𛊶
1b2b7	𛊷
1b2b8	𛊸
1b2b9	𛊹
1b2ba	𛊺
1b2bb	𛊻
1b2bc	𛊼
1b2bd	𛊽
1b2be	𛊾
1b2bf	𛊿
1b2c0	𛋀
1b2c1	𛋁
1b2c2	𛋂
1b2c3	𛋃
1b2c4	𛋄
1b2c5	𛋅
1b2c6	𛋆
1b2c7	𛋇
1b2c8	𛋈
1b2c9	𛋉
1b2ca	𛋊
1b2cb	𛋋
1b2cc	𛋌
1b2cd	𛋍
1b2ce	𛋎
1b2cf	𛋏
1b2d0	𛋐
1b2d1	𛋑
1b2d2	𛋒
1b2d3	𛋓
1b2d4	𛋔
1b2d5	𛋕
1b2d6	𛋖
1b2d7	𛋗
1b2d8	𛋘
1b2d9	𛋙
1b2da	𛋚
1b2db	𛋛
1b2dc	𛋜
1b2dd	𛋝
1b2de	𛋞
1b2df	𛋟
1b2e0	𛋠
1b2e1	𛋡
1b2e2	𛋢
1b2e3	𛋣
1b2e4	𛋤
1b2e5	𛋥
1b2e6	𛋦
1b2e7	𛋧
1b2e8	𛋨
1b2e9	𛋩
1b2ea	𛋪
1b2eb	𛋫
1b2ec	𛋬
1b2ed	𛋭
1b2ee	𛋮
1b2ef	𛋯
1b2f0	𛋰
1b2f1	𛋱
1b2f2	𛋲
1b2f3	𛋳
1b2f4	𛋴
1b2f5	𛋵
1b2f6	𛋶
1b2f7	𛋷
1b2f8	𛋸
1b2f9	𛋹
1b2fa	𛋺
1b2fb	𛋻
1bc00	𛰀
1bc01	𛰁
1bc02	𛰂
1bc03	𛰃
1bc04	𛰄
1bc05	𛰅
1bc06	𛰆
1bc07	𛰇
1bc08	𛰈
1bc09	𛰉
1bc0a	𛰊
1bc0b	𛰋
1bc0c	𛰌
1bc0d	𛰍
1bc0e	𛰎
1bc0f	𛰏
1bc10	𛰐
1bc11	𛰑
1bc12	𛰒
1bc13	𛰓
1bc14	𛰔
1bc15	𛰕
1bc16	𛰖
1bc17	𛰗
1bc18	𛰘
1bc19	𛰙
1bc1a	𛰚
1bc1b	𛰛
1bc1c	𛰜
1bc1d	𛰝
1bc1e	𛰞
1bc1f	𛰟
1bc20	𛰠
1bc21	𛰡
1bc22	𛰢
1bc23	𛰣
1bc24	𛰤
1bc25	𛰥
1bc26	𛰦
1bc27	𛰧
1bc28	𛰨
1bc29	𛰩
1bc2a	𛰪
1bc2b	𛰫
1bc2c	𛰬
1bc2d	𛰭
1bc2e	𛰮
1bc2f	𛰯
1bc30	𛰰
1bc31	𛰱
1bc32	𛰲
1bc33	𛰳
1bc34	𛰴
1bc35	𛰵
1bc36	𛰶
1bc37	𛰷
1bc38	𛰸
1bc39	𛰹
1bc3a	𛰺
1bc3b	𛰻
1bc3c	𛰼
1bc3d	𛰽
1bc3e	𛰾
1bc3f	𛰿
1bc40	𛱀
1bc41	𛱁
1bc42	𛱂
1bc43	𛱃
1bc44	𛱄
1bc45	𛱅
1bc46	𛱆
1bc47	𛱇
1bc48	𛱈
1bc49	𛱉
1bc4a	𛱊
1bc4b	𛱋
1bc4c	𛱌
1bc4d	𛱍
1bc4e	𛱎
1bc4f	𛱏
1bc50	𛱐
1bc51	𛱑
1bc52	𛱒
1bc53	𛱓
1bc54	𛱔
1bc55	𛱕
1bc56	𛱖
1bc57	𛱗
1bc58	𛱘
1bc59	𛱙
1bc5a	𛱚
1bc5b	𛱛
1bc5c	𛱜
1bc5d	𛱝
1bc5e	𛱞
1bc5f	𛱟
1bc60	𛱠
1bc61	𛱡
1bc62	𛱢
1bc63	𛱣
1bc64	𛱤
1bc65	𛱥
1bc66	𛱦
1bc67	𛱧
1bc68	𛱨
1bc69	𛱩
1bc6a	𛱪
1bc70	𛱰
1bc71	𛱱
1bc72	𛱲
1bc73	𛱳
1bc74	𛱴
1bc75	𛱵
1bc76	𛱶
1bc77	𛱷
1bc78	𛱸
1bc79	𛱹
1bc7a	𛱺
1bc7b	𛱻
1bc7c	𛱼
1bc80	𛲀
1bc81	𛲁
1bc82	𛲂
1bc83	𛲃
1bc84	𛲄
1bc85	𛲅
1bc86	𛲆
1bc87	𛲇
1bc88	𛲈
1bc90	𛲐
1bc91	𛲑
1bc92	𛲒
1bc93	𛲓
1bc94	𛲔
1bc95	𛲕
1bc96	𛲖
1bc97	𛲗
1bc98	𛲘
1bc99	𛲙
1bc9c	𛲜
1bc9d	𛲝
1bc9e	𛲞
1bc9f	𛲟
1bca0	𛲠
1bca1	𛲡
1bca2	𛲢
1bca3	𛲣
1d000	𝀀
1d001	𝀁
1d002	𝀂
1d003	𝀃
1d004	𝀄
1d005	𝀅
1d006	𝀆
1d007	𝀇
1d008	𝀈
1d009	𝀉
1d00a	𝀊
1d00b	𝀋
1d00c	𝀌
1d00d	𝀍
1d00e	𝀎
1d00f	𝀏
1d010	𝀐
1d011	𝀑
1d012	𝀒
1d013	𝀓
1d014	𝀔
1d015	𝀕
1d016	𝀖
1d017	𝀗
1d018	𝀘
1d019	𝀙
1d01a	𝀚
1d01b	𝀛
1d01c	𝀜
1d01d	𝀝
1d01e	𝀞
1d01f	𝀟
1d020	𝀠
1d021	𝀡
1d022	𝀢
1d023	𝀣
1d024	𝀤
1d025	𝀥
1d026	𝀦
1d027	𝀧
1d028	𝀨
1d029	𝀩
1d02a	𝀪
1d02b	𝀫
1d02c	𝀬
1d02d	𝀭
1d02e	𝀮
1d02f	𝀯
1d030	𝀰
1d031	𝀱
1d032	𝀲
1d033	𝀳
1d034	𝀴
1d035	𝀵
1d036	𝀶
1d037	𝀷
1d038	𝀸
1d039	𝀹
1d03a	𝀺
1d03b	𝀻
1d03c	𝀼
1d03d	𝀽
1d03e	𝀾
1d03f	𝀿
1d040	𝁀
1d041	𝁁
1d042	𝁂
1d043	𝁃
1d044	𝁄
1d045	𝁅
1d046	𝁆
1d047	𝁇
1d048	𝁈
1d049	𝁉
1d04a	𝁊
1d04b	𝁋
1d04c	𝁌
1d04d	𝁍
1d04e	𝁎
1d04f	𝁏
1d050	𝁐
1d051	𝁑
1d052	𝁒
1d053	𝁓
1d054	𝁔
1d055	𝁕
1d056	𝁖
1d057	𝁗
1d058	𝁘
1d059	𝁙
1d05a	𝁚
1d05b	𝁛
1d05c	𝁜
1d05d	𝁝
1d05e	𝁞
1d05f	𝁟
1d060	𝁠
1d061	𝁡
1d062	𝁢
1d063	𝁣
1d064	𝁤
1d065	𝁥
1d066	𝁦
1d067	𝁧
1d068	𝁨
1d069	𝁩
1d06a	𝁪
1d06b	𝁫
1d06c	𝁬
1d06d	𝁭
1d06e	𝁮
1d06f	𝁯
1d070	𝁰
1d071	𝁱
1d072	𝁲
1d073	𝁳
1d074	𝁴
1d075	𝁵
1d076	𝁶
1d077	𝁷
1d078	𝁸
1d079	𝁹
1d07a	𝁺
1d07b	𝁻
1d07c	𝁼
1d07d	𝁽
1d07e	𝁾
1d07f	𝁿
1d080	𝂀
1d081	𝂁
1d082	𝂂
1d083	𝂃
1d084	𝂄
1d085	𝂅
1d086	𝂆
1d087	𝂇
1d088	𝂈
1d089	𝂉
1d08a	𝂊
1d08b	𝂋
1d08c	𝂌
1d08d	𝂍
1d08e	𝂎
1d08f	𝂏
1d090	𝂐
1d091	𝂑
1d092	𝂒
1d093	𝂓
1d094	𝂔
1d095	𝂕
1d096	𝂖
1d097	𝂗
1d098	𝂘
1d099	𝂙
1d09a	𝂚
1d09b	𝂛
1d09c	𝂜
1d09d	𝂝
1d09e	𝂞
1d09f	𝂟
1d0a0	𝂠
1d0a1	𝂡
1d0a2	𝂢
1d0a3	𝂣
1d0a4	𝂤
1d0a5	𝂥
1d0a6	𝂦
1d0a7	𝂧
1d0a8	𝂨
1d0a9	𝂩
1d0aa	𝂪
1d0ab	𝂫
1d0ac	𝂬
1d0ad	𝂭
1d0ae	𝂮
1d0af	𝂯
1d0b0	𝂰
1d0b1	𝂱
1d0b2	𝂲
1d0b3	𝂳
1d0b4	𝂴
1d0b5	𝂵
1d0b6	𝂶
1d0b7	𝂷
1d0b8	𝂸
1d0b9	𝂹
1d0ba	𝂺
1d0bb	𝂻
1d0bc	𝂼
1d0bd	𝂽
1d0be	𝂾
1d0bf	𝂿
1d0c0	𝃀
1d0c1	𝃁
1d0c2	𝃂
1d0c3	𝃃
1d0c4	𝃄
1d0c5	𝃅
1d0c6	𝃆
1d0c7	𝃇
1d0c8	𝃈
1d0c9	𝃉
1d0ca	𝃊
1d0cb	𝃋
1d0cc	𝃌
1d0cd	𝃍
1d0ce	𝃎
1d0cf	𝃏
1d0d0	𝃐
1d0d1	𝃑
1d0d2	𝃒
1d0d3	𝃓
1d0d4	𝃔
1d0d5	𝃕
1d0d6	𝃖
1d0d7	𝃗
1d0d8	𝃘
1d0d9	𝃙
1d0da	𝃚
1d0db	𝃛
1d0dc	𝃜
1d0dd	𝃝
1d0de	𝃞
1d0df	𝃟
1d0e0	𝃠
1d0e1	𝃡
1d0e2	𝃢
1d0e3	𝃣
1d0e4	𝃤
1d0e5	𝃥
1d0e6	𝃦
1d0e7	𝃧
1d0e8	𝃨
1d0e9	𝃩
1d0ea	𝃪
1d0eb	𝃫
1d0ec	𝃬
1d0ed	𝃭
1d0ee	𝃮
1d0ef	𝃯
1d0f0	𝃰
1d0f1	𝃱
1d0f2	𝃲
1d0f3	𝃳
1d0f4	𝃴
1d0f5	𝃵
1d100	𝄀
1d101	𝄁
1d102	𝄂
1d103	𝄃
1d104	𝄄
1d105	𝄅
1d106	𝄆
1d107	𝄇
1d108	𝄈
1d109	𝄉
1d10a	𝄊
1d10b	𝄋
1d10c	𝄌
1d10d	𝄍
1d10e	𝄎
1d10f	𝄏
1d110	𝄐
1d111	𝄑
1d112	𝄒
1d113	𝄓
1d114	𝄔
1d115	𝄕
1d116	𝄖
1d117	𝄗
1d118	𝄘
1d119	𝄙
1d11a	𝄚
1d11b	𝄛
1d11c	𝄜
1d11d	𝄝
1d11e	𝄞
1d11f	𝄟
1d120	𝄠
1d121	𝄡
1d122	𝄢
1d123	𝄣
1d124	𝄤
1d125	𝄥
1d126	𝄦
1d129	𝄩
1d12a	𝄪
1d12b	𝄫
1d12c	𝄬
1d12d	𝄭
1d12e	𝄮
1d12f	𝄯
1d130	𝄰
1d131	𝄱
1d132	𝄲
1d133	𝄳
1d134	𝄴
1d135	𝄵
1d136	𝄶
1d137	𝄷
1d138	𝄸
1d139	𝄹
1d13a	𝄺
1d13b	𝄻
1d13c	𝄼
1d13d	𝄽
1d13e	𝄾
1d13f	𝄿
1d140	𝅀
1d141	𝅁
1d142	𝅂
1d143	𝅃
1d144	𝅄
1d145	𝅅
1d146	𝅆
1d147	𝅇
1d148	𝅈
1d149	𝅉
1d14a	𝅊
1d14b	𝅋
1d14c	𝅌
1d14d	𝅍
1d14e	𝅎
1d14f	𝅏
1d150	𝅐
1d151	𝅑
1d152	𝅒
1d153	𝅓
1d154	𝅔
1d155	𝅕
1d156	𝅖
1d157	𝅗
1d158	𝅘
1d159	𝅙
1d15a	𝅚
1d15b	𝅛
1d15c	𝅜
1d15d	𝅝
1d15e	𝅗𝅥
1d15f	𝅘𝅥
1d160	𝅘𝅥𝅮
1d161	𝅘𝅥𝅯
1d162	𝅘𝅥𝅰
1d163	𝅘𝅥𝅱
1d164	𝅘𝅥𝅲
1d165	𝅥
1d166	𝅦
1d167	𝅧
1d168	𝅨
1d169	𝅩
1d16a	𝅪
1d16b	𝅫
1d16c	𝅬
1d16d	𝅭
1d16e	𝅮
1d16f	𝅯
1d170	𝅰
1d171	𝅱
1d172	𝅲
1d173	𝅳
1d174	𝅴
1d175	𝅵
1d176	𝅶
1d177	𝅷
1d178	𝅸
1d179	𝅹
1d17a	𝅺
1d17b	𝅻
1d17c	𝅼
1d17d	𝅽
1d17e	𝅾
1d17f	𝅿
1d180	𝆀
1d181	𝆁
1d182	𝆂
1d183	𝆃
1d184	𝆄
1d185	𝆅
1d186	𝆆
1d187	𝆇
1d188	𝆈
1d189	𝆉
1d18a	𝆊
1d18b	𝆋
1d18c	𝆌
1d18d	𝆍
1d18e	𝆎
1d18f	𝆏
1d190	𝆐
1d191	𝆑
1d192	𝆒
1d193	𝆓
1d194	𝆔
1d195	𝆕
1d196	𝆖
1d197	𝆗
1d198	𝆘
1d199	𝆙
1d19a	𝆚
1d19b	𝆛
1d19c	𝆜
1d19d	𝆝
1d19e	𝆞
1d19f	𝆟
1d1a0	𝆠
1d1a1	𝆡
1d1a2	𝆢
1d1a3	𝆣
1d1a4	𝆤
1d1a5	𝆥
1d1a6	𝆦
1d1a7	𝆧
1d1a8	𝆨
1d1a9	𝆩
1d1aa	𝆪
1d1ab	𝆫
1d1ac	𝆬
1d1ad	𝆭
1d1ae	𝆮
1d1af	𝆯
1d1b0	𝆰
1d1b1	𝆱
1d1b2	𝆲
1d1b3	𝆳
1d1b4	𝆴
1d1b5	𝆵
1d1b6	𝆶
1d1b7	𝆷
1d1b8	𝆸
1d1b9	𝆹
1d1ba	𝆺
1d1bb	𝆹𝅥
1d1bc	𝆺𝅥
1d1bd	𝆹𝅥𝅮
1d1be	𝆺𝅥𝅮
1d1bf	𝆹𝅥𝅯
1d1c0	𝆺𝅥𝅯
1d1c1	𝇁
1d1c2	𝇂
1d1c3	𝇃
1d1c4	𝇄
1d1c5	𝇅
1d1c6	𝇆
1d1c7	𝇇
1d1c8	𝇈
1d1c9	𝇉
1d1ca	𝇊
1d1cb	𝇋
1d1cc	𝇌
1d1cd	𝇍
1d1ce	𝇎
1d1cf	𝇏
1d1d0	𝇐
1d1d1	𝇑
1d1d2	𝇒
1d1d3	𝇓
1d1d4	𝇔
1d1d5	𝇕
1d1d6	𝇖
1d1d7	𝇗
1d1d8	𝇘
1d1d9	𝇙
1d1da	𝇚
1d1db	𝇛
1d1dc	𝇜
1d1dd	𝇝
1d1de	𝇞
1d1df	𝇟
1d1e0	𝇠
1d1e1	𝇡
1d1e2	𝇢
1d1e3	𝇣
1d1e4	𝇤
1d1e5	𝇥
1d1e6	𝇦
1d1e7	𝇧
1d1e8	𝇨
1d200	𝈀
1d201	𝈁
1d202	𝈂
1d203	𝈃
1d204	𝈄
1d205	𝈅
1d206	𝈆
1d207	𝈇
1d208	𝈈
1d209	𝈉
1d20a	𝈊
1d20b	𝈋
1d20c	𝈌
1d20d	𝈍
1d20e	𝈎
1d20f	𝈏
1d210	𝈐
1d211	𝈑
1d212	𝈒
1d213	𝈓
1d214	𝈔
1d215	𝈕
1d216	𝈖
1d217	𝈗
1d218	𝈘
1d219	𝈙
1d21a	𝈚
1d21b	𝈛
1d21c	𝈜
1d21d	𝈝
1d21e	𝈞
1d21f	𝈟
1d220	𝈠
1d221	𝈡
1d222	𝈢
1d223	𝈣
1d224	𝈤
1d225	𝈥
1d226	𝈦
1d227	𝈧
1d228	𝈨
1d229	𝈩
1d22a	𝈪
1d22b	𝈫
1d22c	𝈬
1d22d	𝈭
1d22e	𝈮
1d22f	𝈯
1d230	𝈰
1d231	𝈱
1d232	𝈲
1d233	𝈳
1d234	𝈴
1d235	𝈵
1d236	𝈶
1d237	𝈷
1d238	𝈸
1d239	𝈹
1d23a	𝈺
1d23b	𝈻
1d23c	𝈼
1d23d	𝈽
1d23e	𝈾
1d23f	𝈿
1d240	𝉀
1d241	𝉁
1d242	𝉂
1d243	𝉃
1d244	𝉄
1d245	𝉅
1d2e0	𝋠
1d2e1	𝋡
1d2e2	𝋢
1d2e3	𝋣
1d2e4	𝋤
1d2e5	𝋥
1d2e6	𝋦
1d2e7	𝋧
1d2e8	𝋨
1d2e9	𝋩
1d2ea	𝋪
1d2eb	𝋫
1d2ec	𝋬
1d2ed	𝋭
1d2ee	𝋮
1d2ef	𝋯
1d2f0	𝋰
1d2f1	𝋱
1d2f2	𝋲
1d2f3	𝋳
1d300	𝌀
1d301	𝌁
1d302	𝌂
1d303	𝌃
1d304	𝌄
1d305	𝌅
1d306	𝌆
1d307	𝌇
1d308	𝌈
1d309	𝌉
1d30a	𝌊
1d30b	𝌋
1d30c	𝌌
1d30d	𝌍
1d30e	𝌎
1d30f	𝌏
1d310	𝌐
1d311	𝌑
1d312	𝌒
1d313	𝌓
1d314	𝌔
1d315	𝌕
1d316	𝌖
1d317	𝌗
1d318	𝌘
1d319	𝌙
1d31a	𝌚
1d31b	𝌛
1d31c	𝌜
1d31d	𝌝
1d31e	𝌞
1d31f	𝌟
1d320	𝌠
1d321	𝌡
1d322	𝌢
1d323	𝌣
1d324	𝌤
1d325	𝌥
1d326	𝌦
1d327	𝌧
1d328	𝌨
1d329	𝌩
1d32a	𝌪
1d32b	𝌫
1d32c	𝌬
1d32d	𝌭
1d32e	𝌮
1d32f	𝌯
1d330	𝌰
1d331	𝌱
1d332	𝌲
1d333	𝌳
1d334	𝌴
1d335	𝌵
1d336	𝌶
1d337	𝌷
1d338	𝌸
1d339	𝌹
1d33a	𝌺
1d33b	𝌻
1d33c	𝌼
1d33d	𝌽
1d33e	𝌾
1d33f	𝌿
1d340	𝍀
1d341	𝍁
1d342	𝍂
1d343	𝍃
1d344	𝍄
1d345	𝍅
1d346	𝍆
1d347	𝍇
1d348	𝍈
1d349	𝍉
1d34a	𝍊
1d34b	𝍋
1d34c	𝍌
1d34d	𝍍
1d34e	𝍎
1d34f	𝍏
1d350	𝍐
1d351	𝍑
1d352	𝍒
1d353	𝍓
1d354	𝍔
1d355	𝍕
1d356	𝍖
